"Sl no.","District Name","Market Name",Commodity,Variety,Grade,"Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Price Date"
1715,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020/05/07
1716,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020/05/06
1717,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,2020/05/05
1718,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,2020/05/04
1719,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020/05/03
1720,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,2020/05/02
1721,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,2020/05/01
1722,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,2020/04/30
1723,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,2020/04/29
1724,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1400,2020/04/28
1725,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020/04/27
1726,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020/04/26
1727,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,2020/04/25
1728,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/24
1729,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/23
1730,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/22
1731,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/21
1732,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/20
1733,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/19
1734,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/18
1735,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/17
1736,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/04/16
1737,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/15
1738,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/04/14
1739,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/04/13
1740,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/04/12
1741,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/04/11
1742,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/04/10
1743,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/04/09
1744,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/04/08
1745,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/07
1746,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/04/06
1747,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/05
1748,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/04/04
1749,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/03
1750,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/04/02
1751,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/04/01
1752,Agra,Samsabad,Potato,Local,FAQ,1150,1250,1200,2020/03/31
1753,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/30
1754,Agra,Samsabad,Potato,Local,FAQ,900,1200,1000,2020/03/29
1755,Agra,Samsabad,Potato,Local,FAQ,900,1200,1000,2020/03/28
1756,Agra,Samsabad,Potato,Local,FAQ,800,1200,1000,2020/03/26
1757,Agra,Samsabad,Potato,Local,FAQ,800,1200,1000,2020/03/25
1758,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/20
1759,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/19
1760,Agra,Samsabad,Potato,Local,FAQ,900,1000,1000,2020/03/18
1761,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/17
1762,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/16
1763,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/15
1764,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/14
1765,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/13
1766,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/12
1767,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/11
1768,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/09
1769,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/08
1770,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/07
1771,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/05
1772,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/04
1773,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/03
1774,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/02
1775,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2020/03/01
1776,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020/02/29
1777,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020/02/28
1778,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020/02/27
1779,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020/02/26
1780,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020/02/25
1781,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020/02/24
1782,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020/02/23
1783,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020/02/22
1784,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020/02/20
1785,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,2020/02/19
1786,Agra,Samsabad,Potato,Local,FAQ,850,1000,900,2020/02/18
1787,Agra,Samsabad,Potato,Local,FAQ,750,900,800,2020/02/17
1788,Agra,Samsabad,Potato,Local,FAQ,750,900,800,2020/02/16
1789,Agra,Samsabad,Potato,Local,FAQ,750,900,800,2020/02/15
1790,Agra,Samsabad,Potato,Local,FAQ,750,900,800,2020/02/12
1791,Agra,Samsabad,Potato,Local,FAQ,750,900,800,2020/02/11
1792,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020/02/10
1793,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020/02/09
1794,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020/02/08
1795,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020/02/07
1796,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020/02/06
1797,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020/02/05
1798,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020/02/04
1799,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2020/02/03
1800,Agra,Samsabad,Potato,Local,FAQ,700,850,800,2020/02/02
1801,Agra,Samsabad,Potato,Local,FAQ,700,850,800,2020/02/01
1802,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/30
1803,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/29
1804,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/28
1805,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/27
1806,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/26
1807,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/25
1808,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/23
1809,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/22
1810,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/21
1811,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/20
1812,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/19
1813,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/18
1814,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/16
1815,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/15
1816,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/14
1817,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/13
1818,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/12
1819,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/11
1820,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/09
1821,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/08
1822,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1100,2020/01/07
1823,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/06
1824,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,2020/01/05
1825,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/01/04
1826,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/01/02
1827,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/01/01
